Data;Hora;Turno;IBUTG (Int.);IBUTG (Ext.);TA;TG;TBU;Ponto de orvalho;UR;;;
17/01/2020;14:07:56;dia;26,5 °C; 26,2 °C; 29,1 °C; 31,5 °C; 24,3 °C; 22,2 °C;66,30%;;;
17/01/2020;14:09:56;dia;25,8 °C; 25,6 °C; 28,5 °C; 30,8 °C; 23,7 °C; 21,6 °C;66,30%;;;
17/01/2020;14:11:56;dia;25,3 °C; 25,0 °C; 27,4 °C; 30,2 °C; 23,2 °C; 21,3 °C;69,50%;;;
17/01/2020;14:13:56;dia;25,5 °C; 25,3 °C; 27,8 °C; 30,3 °C; 23,5 °C; 21,6 °C;69,10%;;;
17/01/2020;14:15:56;dia;25,8 °C; 25,5 °C; 28,1 °C; 30,8 °C; 23,6 °C; 21,6 °C;67,70%;;;
17/01/2020;14:17:56;dia;26,0 °C; 25,7 °C; 28,4 °C; 31,2 °C; 23,8 °C; 21,8 °C;67,30%;;;
17/01/2020;14:19:56;dia;25,3 °C; 25,1 °C; 27,4 °C; 29,7 °C; 23,4 °C; 21,6 °C;70,80%;;;
17/01/2020;14:21:56;dia;25,5 °C; 25,2 °C; 27,5 °C; 30,1 °C; 23,5 °C; 21,7 °C;70,80%;;;
17/01/2020;14:23:56;dia;25,5 °C; 25,2 °C; 27,9 °C; 30,5 °C; 23,3 °C; 21,2 °C;66,90%;;;
17/01/2020;14:25:56;dia;25,7 °C; 25,5 °C; 28,3 °C; 30,9 °C; 23,5 °C; 21,3 °C;65,70%;;;
17/01/2020;14:27:56;dia;25,6 °C; 25,3 °C; 28,4 °C; 30,9 °C; 23,3 °C; 21,0 °C;64,30%;;;
17/01/2020;14:29:56;dia;25,7 °C; 25,5 °C; 28,5 °C; 30,8 °C; 23,5 °C; 21,2 °C;64,50%;;;
17/01/2020;14:31:56;dia;25,7 °C; 25,4 °C; 28,6 °C; 30,7 °C; 23,5 °C; 21,1 °C;64,00%;;;
17/01/2020;14:33:56;dia;25,5 °C; 25,3 °C; 28,2 °C; 30,4 °C; 23,4 °C; 21,2 °C;65,90%;;;
17/01/2020;14:35:56;dia;25,0 °C; 24,9 °C; 28,0 °C; 29,8 °C; 23,0 °C; 20,6 °C;64,00%;;;
17/01/2020;14:37:56;dia;25,0 °C; 24,8 °C; 27,4 °C; 29,2 °C; 23,2 °C; 21,3 °C;69,40%;;;
17/01/2020;14:39:56;dia;24,6 °C; 24,4 °C; 26,9 °C; 28,5 °C; 22,9 °C; 21,1 °C;70,60%;;;
17/01/2020;14:41:56;dia;24,3 °C; 24,1 °C; 26,8 °C; 28,4 °C; 22,5 °C; 20,4 °C;68,00%;;;
17/01/2020;14:43:56;dia;24,4 °C; 24,2 °C; 26,6 °C; 28,2 °C; 22,7 °C; 20,9 °C;70,90%;;;
17/01/2020;14:45:56;dia;24,6 °C; 24,4 °C; 27,1 °C; 29,0 °C; 22,7 °C; 20,6 °C;67,50%;;;
17/01/2020;14:47:56;dia;24,4 °C; 24,3 °C; 27,3 °C; 29,0 °C; 22,5 °C; 20,2 °C;65,30%;;;
17/01/2020;14:49:56;dia;24,4 °C; 24,3 °C; 27,3 °C; 28,9 °C; 22,5 °C; 20,2 °C;65,30%;;;
17/01/2020;14:51:56;dia;24,2 °C; 24,0 °C; 27,2 °C; 28,7 °C; 22,2 °C; 19,8 °C;63,90%;;;
17/01/2020;14:53:56;dia;24,1 °C; 24,0 °C; 27,0 °C; 28,6 °C; 22,2 °C; 19,8 °C;64,90%;;;
17/01/2020;14:55:56;dia;24,5 °C; 24,3 °C; 27,3 °C; 28,9 °C; 22,6 °C; 20,3 °C;65,80%;;;
17/01/2020;14:57:56;dia;24,1 °C; 24,0 °C; 27,0 °C; 28,6 °C; 22,2 °C; 19,8 °C;64,80%;;;
17/01/2020;14:59:56;dia;24,0 °C; 23,9 °C; 27,0 °C; 28,5 °C; 22,1 °C; 19,6 °C;63,90%;;;
17/01/2020;15:01:56;dia;24,1 °C; 24,0 °C; 27,1 °C; 28,4 °C; 22,3 °C; 20,0 °C;65,30%;;;
17/01/2020;15:03:56;dia;24,1 °C; 24,0 °C; 27,2 °C; 28,2 °C; 22,3 °C; 19,9 °C;64,30%;;;
17/01/2020;15:05:56;dia;24,0 °C; 23,9 °C; 27,0 °C; 28,1 °C; 22,2 °C; 19,8 °C;64,60%;;;
17/01/2020;15:07:56;dia;24,0 °C; 23,9 °C; 27,2 °C; 28,1 °C; 22,2 °C; 19,7 °C;63,50%;;;
17/01/2020;15:09:56;dia;24,0 °C; 23,9 °C; 27,3 °C; 28,3 °C; 22,1 °C; 19,5 °C;62,60%;;;
17/01/2020;15:11:56;dia;23,9 °C; 23,8 °C; 27,1 °C; 28,2 °C; 22,1 °C; 19,6 °C;63,70%;;;
17/01/2020;15:13:56;dia;24,1 °C; 24,0 °C; 27,2 °C; 28,8 °C; 22,1 °C; 19,5 °C;62,80%;;;
17/01/2020;15:15:56;dia;24,2 °C; 24,0 °C; 27,5 °C; 28,7 °C; 22,2 °C; 19,6 °C;62,10%;;;
17/01/2020;15:17:56;dia;23,9 °C; 23,8 °C; 27,3 °C; 28,4 °C; 22,0 °C; 19,3 °C;61,70%;;;
17/01/2020;15:19:56;dia;24,0 °C; 23,9 °C; 27,4 °C; 28,6 °C; 22,0 °C; 19,3 °C;61,50%;;;
17/01/2020;15:21:56;dia;24,0 °C; 23,8 °C; 27,3 °C; 28,6 °C; 22,0 °C; 19,4 °C;62,20%;;;
17/01/2020;15:23:56;dia;24,2 °C; 24,1 °C; 27,6 °C; 29,0 °C; 22,2 °C; 19,5 °C;61,50%;;;
17/01/2020;15:25:56;dia;24,3 °C; 24,2 °C; 27,7 °C; 29,2 °C; 22,2 °C; 19,5 °C;61,10%;;;
17/01/2020;15:27:56;dia;24,4 °C; 24,2 °C; 27,7 °C; 29,0 °C; 22,4 °C; 19,8 °C;62,20%;;;
17/01/2020;15:29:56;dia;24,3 °C; 24,1 °C; 27,7 °C; 29,1 °C; 22,2 °C; 19,5 °C;61,00%;;;
17/01/2020;15:31:56;dia;24,3 °C; 24,2 °C; 27,7 °C; 29,1 °C; 22,3 °C; 19,6 °C;61,30%;;;
17/01/2020;15:33:56;dia;24,5 °C; 24,4 °C; 27,8 °C; 29,3 °C; 22,5 °C; 19,9 °C;62,10%;;;
17/01/2020;15:35:56;dia;24,5 °C; 24,4 °C; 27,8 °C; 29,2 °C; 22,5 °C; 19,9 °C;62,20%;;;
17/01/2020;15:37:56;dia;24,4 °C; 24,3 °C; 27,8 °C; 29,2 °C; 22,4 °C; 19,8 °C;62,00%;;;
17/01/2020;15:39:56;dia;23,9 °C; 23,8 °C; 27,4 °C; 28,7 °C; 21,9 °C; 19,1 °C;60,60%;;;
17/01/2020;15:41:56;dia;23,9 °C; 23,8 °C; 27,3 °C; 28,7 °C; 21,9 °C; 19,1 °C;60,80%;;;
17/01/2020;15:43:56;dia;24,3 °C; 24,1 °C; 27,7 °C; 29,1 °C; 22,2 °C; 19,5 °C;61,00%;;;
17/01/2020;15:45:56;dia;24,6 °C; 24,4 °C; 28,1 °C; 29,4 °C; 22,5 °C; 19,7 °C;60,50%;;;
17/01/2020;15:47:56;dia;24,8 °C; 24,7 °C; 28,5 °C; 30,1 °C; 22,6 °C; 19,7 °C;59,00%;;;
17/01/2020;15:49:56;dia;25,2 °C; 25,0 °C; 29,0 °C; 30,5 °C; 22,9 °C; 20,0 °C;58,40%;;;
17/01/2020;15:51:56;dia;25,4 °C; 25,3 °C; 29,3 °C; 30,8 °C; 23,1 °C; 20,2 °C;57,90%;;;
17/01/2020;15:53:56;dia;25,6 °C; 25,4 °C; 29,6 °C; 30,9 °C; 23,3 °C; 20,3 °C;57,50%;;;
17/01/2020;15:55:56;dia;25,6 °C; 25,5 °C; 29,8 °C; 30,9 °C; 23,4 °C; 20,4 °C;57,30%;;;
17/01/2020;15:57:56;dia;25,8 °C; 25,7 °C; 30,0 °C; 31,1 °C; 23,6 °C; 20,6 °C;57,00%;;;
17/01/2020;15:59:56;dia;26,0 °C; 25,9 °C; 30,2 °C; 31,5 °C; 23,7 °C; 20,7 °C;56,70%;;;
17/01/2020;16:01:56;dia;26,2 °C; 26,1 °C; 30,4 °C; 31,9 °C; 23,8 °C; 20,7 °C;56,30%;;;
17/01/2020;16:03:56;dia;26,5 °C; 26,3 °C; 30,7 °C; 32,3 °C; 24,0 °C; 20,9 °C;55,90%;;;
17/01/2020;16:05:56;dia;26,6 °C; 26,4 °C; 30,8 °C; 32,5 °C; 24,0 °C; 20,9 °C;55,80%;;;
17/01/2020;16:07:56;dia;26,7 °C; 26,5 °C; 31,0 °C; 32,7 °C; 24,1 °C; 21,0 °C;55,50%;;;
17/01/2020;16:09:56;dia;26,9 °C; 26,7 °C; 31,2 °C; 32,9 °C; 24,3 °C; 21,1 °C;55,20%;;;
17/01/2020;16:11:56;dia;27,0 °C; 26,8 °C; 31,3 °C; 33,0 °C; 24,4 °C; 21,2 °C;55,00%;;;
17/01/2020;16:13:56;dia;27,0 °C; 26,8 °C; 31,4 °C; 33,0 °C; 24,4 °C; 21,2 °C;54,90%;;;
17/01/2020;16:15:56;dia;27,0 °C; 26,9 °C; 31,5 °C; 32,9 °C; 24,5 °C; 21,3 °C;54,90%;;;
17/01/2020;16:17:56;dia;27,0 °C; 26,8 °C; 31,5 °C; 32,7 °C; 24,5 °C; 21,4 °C;55,10%;;;
17/01/2020;16:19:56;dia;27,0 °C; 26,9 °C; 31,5 °C; 32,5 °C; 24,6 °C; 21,5 °C;55,30%;;;
17/01/2020;16:21:56;dia;26,9 °C; 26,8 °C; 31,5 °C; 32,4 °C; 24,6 °C; 21,5 °C;55,50%;;;
17/01/2020;16:23:56;dia;26,9 °C; 26,8 °C; 31,4 °C; 32,4 °C; 24,6 °C; 21,5 °C;55,80%;;;
17/01/2020;16:25:56;dia;26,9 °C; 26,8 °C; 31,4 °C; 32,4 °C; 24,6 °C; 21,5 °C;55,90%;;;
17/01/2020;16:27:56;dia;27,0 °C; 26,9 °C; 31,5 °C; 32,5 °C; 24,7 °C; 21,7 °C;56,00%;;;
17/01/2020;16:29:55;dia;27,0 °C; 26,9 °C; 31,5 °C; 32,5 °C; 24,7 °C; 21,7 °C;56,00%;;;
17/01/2020;16:31:55;dia;27,1 °C; 27,0 °C; 31,5 °C; 32,6 °C; 24,7 °C; 21,7 °C;56,00%;;;
17/01/2020;16:33:55;dia;27,1 °C; 27,0 °C; 31,5 °C; 32,6 °C; 24,7 °C; 21,7 °C;56,10%;;;
17/01/2020;16:35:55;dia;27,0 °C; 26,9 °C; 31,5 °C; 32,5 °C; 24,7 °C; 21,7 °C;56,20%;;;
17/01/2020;16:37:55;dia;27,0 °C; 26,9 °C; 31,5 °C; 32,4 °C; 24,7 °C; 21,7 °C;56,30%;;;
17/01/2020;16:39:55;dia;27,0 °C; 27,0 °C; 31,5 °C; 32,3 °C; 24,8 °C; 21,8 °C;56,50%;;;
17/01/2020;16:41:55;dia;27,0 °C; 26,9 °C; 31,4 °C; 32,2 °C; 24,7 °C; 21,8 °C;56,70%;;;
17/01/2020;16:43:55;dia;27,0 °C; 26,9 °C; 31,4 °C; 32,0 °C; 24,8 °C; 21,9 °C;57,00%;;;
17/01/2020;16:45:55;dia;26,9 °C; 26,8 °C; 31,3 °C; 31,9 °C; 24,7 °C; 21,8 °C;57,10%;;;
17/01/2020;16:47:55;dia;26,9 °C; 26,9 °C; 31,3 °C; 31,9 °C; 24,8 °C; 21,9 °C;57,40%;;;
17/01/2020;16:49:55;dia;26,8 °C; 26,8 °C; 31,2 °C; 31,8 °C; 24,7 °C; 21,8 °C;57,60%;;;
17/01/2020;16:51:55;dia;26,8 °C; 26,8 °C; 31,2 °C; 31,8 °C; 24,7 °C; 21,9 °C;57,80%;;;
17/01/2020;16:53:55;dia;26,8 °C; 26,7 °C; 31,1 °C; 31,7 °C; 24,7 °C; 21,9 °C;58,00%;;;
17/01/2020;16:55:55;dia;26,8 °C; 26,7 °C; 31,1 °C; 31,7 °C; 24,7 °C; 21,9 °C;58,10%;;;
17/01/2020;16:57:55;dia;26,8 °C; 26,7 °C; 31,0 °C; 31,6 °C; 24,7 °C; 21,9 °C;58,30%;;;
17/01/2020;16:59:55;dia;26,7 °C; 26,7 °C; 31,0 °C; 31,5 °C; 24,7 °C; 21,9 °C;58,50%;;;
17/01/2020;17:01:55;dia;26,6 °C; 26,6 °C; 30,9 °C; 31,4 °C; 24,6 °C; 21,9 °C;58,70%;;;
17/01/2020;17:03:55;dia;26,6 °C; 26,5 °C; 30,8 °C; 31,2 °C; 24,6 °C; 21,9 °C;59,00%;;;
17/01/2020;17:05:55;dia;26,5 °C; 26,5 °C; 30,7 °C; 31,0 °C; 24,6 °C; 21,9 °C;59,40%;;;
17/01/2020;17:07:55;dia;26,4 °C; 26,4 °C; 30,6 °C; 30,8 °C; 24,5 °C; 21,9 °C;59,80%;;;
17/01/2020;17:09:55;dia;26,4 °C; 26,3 °C; 30,5 °C; 30,7 °C; 24,5 °C; 21,9 °C;60,00%;;;
17/01/2020;17:11:55;dia;26,3 °C; 26,2 °C; 30,4 °C; 30,6 °C; 24,4 °C; 21,8 °C;60,30%;;;
17/01/2020;17:13:55;dia;26,3 °C; 26,3 °C; 30,4 °C; 30,5 °C; 24,5 °C; 21,9 °C;60,50%;;;
17/01/2020;17:15:55;dia;26,2 °C; 26,2 °C; 30,2 °C; 30,4 °C; 24,4 °C; 21,8 °C;60,80%;;;
17/01/2020;17:17:55;dia;26,0 °C; 26,0 °C; 30,0 °C; 30,1 °C; 24,3 °C; 21,8 °C;61,40%;;;
17/01/2020;17:19:55;dia;25,8 °C; 25,9 °C; 29,8 °C; 29,7 °C; 24,2 °C; 21,8 °C;62,20%;;;
17/01/2020;17:21:55;dia;25,8 °C; 25,8 °C; 29,6 °C; 29,4 °C; 24,2 °C; 21,8 °C;63,10%;;;
17/01/2020;17:23:55;dia;25,6 °C; 25,6 °C; 29,4 °C; 29,1 °C; 24,1 °C; 21,7 °C;63,30%;;;
17/01/2020;17:25:55;dia;25,4 °C; 25,5 °C; 29,2 °C; 28,8 °C; 24,0 °C; 21,7 °C;63,90%;;;
17/01/2020;17:27:55;dia;25,4 °C; 25,4 °C; 29,1 °C; 28,7 °C; 24,0 °C; 21,8 °C;64,90%;;;
17/01/2020;17:29:55;dia;25,2 °C; 25,3 °C; 28,9 °C; 28,6 °C; 23,8 °C; 21,6 °C;64,60%;;;
17/01/2020;17:31:55;dia;25,2 °C; 25,2 °C; 28,8 °C; 28,5 °C; 23,8 °C; 21,6 °C;65,00%;;;
17/01/2020;17:33:55;dia;25,1 °C; 25,1 °C; 28,7 °C; 28,4 °C; 23,7 °C; 21,5 °C;65,30%;;;
17/01/2020;17:35:55;dia;25,1 °C; 25,1 °C; 28,6 °C; 28,3 °C; 23,7 °C; 21,5 °C;65,60%;;;
17/01/2020;17:37:55;dia;25,0 °C; 25,1 °C; 28,5 °C; 28,2 °C; 23,7 °C; 21,5 °C;66,00%;;;
17/01/2020;17:39:55;dia;25,0 °C; 25,1 °C; 28,4 °C; 28,2 °C; 23,7 °C; 21,6 °C;66,60%;;;
17/01/2020;17:41:55;dia;25,0 °C; 25,0 °C; 28,4 °C; 28,1 °C; 23,6 °C; 21,5 °C;66,10%;;;
17/01/2020;17:43:55;dia;24,9 °C; 24,9 °C; 28,3 °C; 28,1 °C; 23,5 °C; 21,4 °C;66,20%;;;
17/01/2020;17:45:55;dia;24,8 °C; 24,8 °C; 28,2 °C; 28,1 °C; 23,4 °C; 21,3 °C;66,40%;;;
17/01/2020;17:47:55;dia;24,8 °C; 24,9 °C; 28,2 °C; 28,0 °C; 23,5 °C; 21,4 °C;66,60%;;;
17/01/2020;17:49:55;dia;24,8 °C; 24,8 °C; 28,1 °C; 28,0 °C; 23,4 °C; 21,3 °C;66,50%;;;
17/01/2020;17:51:55;dia;24,7 °C; 24,7 °C; 28,0 °C; 27,9 °C; 23,3 °C; 21,2 °C;66,80%;;;
17/01/2020;17:53:55;dia;24,8 °C; 24,8 °C; 28,0 °C; 27,9 °C; 23,4 °C; 21,3 °C;67,00%;;;
17/01/2020;17:55:55;dia;24,6 °C; 24,7 °C; 27,9 °C; 27,8 °C; 23,3 °C; 21,2 °C;66,90%;;;
17/01/2020;17:57:55;dia;24,7 °C; 24,7 °C; 27,9 °C; 27,8 °C; 23,4 °C; 21,3 °C;67,20%;;;
17/01/2020;17:59:55;dia;24,5 °C; 24,6 °C; 27,8 °C; 27,7 °C; 23,2 °C; 21,1 °C;67,10%;;;
17/01/2020;18:01:55;noite;24,6 °C; 24,6 °C; 27,8 °C; 27,7 °C; 23,3 °C; 21,2 °C;67,20%;;;
17/01/2020;18:03:55;noite;24,5 °C; 24,6 °C; 27,8 °C; 27,7 °C; 23,2 °C; 21,1 °C;67,10%;;;
17/01/2020;18:05:55;noite;24,5 °C; 24,6 °C; 27,7 °C; 27,7 °C; 23,2 °C; 21,1 °C;67,40%;;;
17/01/2020;18:07:55;noite;24,5 °C; 24,6 °C; 27,7 °C; 27,7 °C; 23,2 °C; 21,1 °C;67,40%;;;
17/01/2020;18:09:55;noite;24,5 °C; 24,6 °C; 27,7 °C; 27,7 °C; 23,2 °C; 21,1 °C;67,40%;;;
17/01/2020;18:11:55;noite;24,5 °C; 24,5 °C; 27,6 °C; 27,6 °C; 23,1 °C; 21,0 °C;67,40%;;;
17/01/2020;18:13:55;noite;24,5 °C; 24,5 °C; 27,6 °C; 27,6 °C; 23,1 °C; 21,1 °C;67,60%;;;
17/01/2020;18:15:55;noite;24,4 °C; 24,4 °C; 27,6 °C; 27,5 °C; 23,1 °C; 21,1 °C;67,70%;;;
17/01/2020;18:17:55;noite;24,3 °C; 24,3 °C; 27,5 °C; 27,5 °C; 23,0 °C; 21,0 °C;67,60%;;;
17/01/2020;18:19:55;noite;24,3 °C; 24,3 °C; 27,5 °C; 27,5 °C; 23,0 °C; 21,0 °C;67,90%;;;
17/01/2020;18:21:55;noite;24,3 °C; 24,3 °C; 27,5 °C; 27,4 °C; 23,0 °C; 21,0 °C;67,70%;;;
17/01/2020;18:23:55;noite;24,3 °C; 24,3 °C; 27,4 °C; 27,4 °C; 23,0 °C; 20,9 °C;67,90%;;;
17/01/2020;18:25:55;noite;24,3 °C; 24,3 °C; 27,4 °C; 27,3 °C; 23,0 °C; 21,0 °C;68,20%;;;
17/01/2020;18:27:55;noite;24,2 °C; 24,2 °C; 27,3 °C; 27,3 °C; 22,9 °C; 20,9 °C;68,20%;;;
17/01/2020;18:29:55;noite;24,2 °C; 24,2 °C; 27,3 °C; 27,2 °C; 22,9 °C; 20,9 °C;68,10%;;;
17/01/2020;18:31:55;noite;24,1 °C; 24,1 °C; 27,2 °C; 27,2 °C; 22,8 °C; 20,8 °C;68,30%;;;
17/01/2020;18:33:55;noite;24,1 °C; 24,1 °C; 27,2 °C; 27,1 °C; 22,8 °C; 20,8 °C;68,30%;;;
17/01/2020;18:35:55;noite;24,1 °C; 24,1 °C; 27,1 °C; 27,1 °C; 22,8 °C; 20,8 °C;68,40%;;;
17/01/2020;18:37:55;noite;24,1 °C; 24,1 °C; 27,1 °C; 27,0 °C; 22,8 °C; 20,8 °C;68,40%;;;
17/01/2020;18:39:55;noite;24,0 °C; 24,0 °C; 27,0 °C; 26,9 °C; 22,7 °C; 20,7 °C;68,60%;;;
17/01/2020;18:41:55;noite;24,0 °C; 24,0 °C; 27,0 °C; 26,9 °C; 22,8 °C; 20,8 °C;68,70%;;;
17/01/2020;18:43:55;noite;24,0 °C; 24,0 °C; 27,0 °C; 26,8 °C; 22,8 °C; 20,8 °C;68,70%;;;
17/01/2020;18:45:55;noite;23,9 °C; 23,9 °C; 26,9 °C; 26,8 °C; 22,7 °C; 20,7 °C;68,80%;;;
17/01/2020;18:47:55;noite;23,8 °C; 23,8 °C; 26,8 °C; 26,7 °C; 22,6 °C; 20,7 °C;69,30%;;;
17/01/2020;18:49:55;noite;23,9 °C; 23,9 °C; 26,8 °C; 26,7 °C; 22,7 °C; 20,8 °C;69,50%;;;
17/01/2020;18:51:55;noite;23,8 °C; 23,8 °C; 26,8 °C; 26,6 °C; 22,6 °C; 20,7 °C;69,40%;;;
17/01/2020;18:53:55;noite;23,8 °C; 23,9 °C; 26,7 °C; 26,5 °C; 22,7 °C; 20,9 °C;70,70%;;;
17/01/2020;18:55:55;noite;23,1 °C; 23,1 °C; 26,2 °C; 26,0 °C; 21,8 °C; 19,7 °C;67,40%;;;
17/01/2020;18:57:55;noite;22,7 °C; 22,7 °C; 25,9 °C; 25,5 °C; 21,5 °C; 19,3 °C;67,20%;;;
17/01/2020;18:59:55;noite;22,5 °C; 22,6 °C; 25,6 °C; 25,1 °C; 21,4 °C; 19,2 °C;67,80%;;;
17/01/2020;19:01:55;noite;22,4 °C; 22,4 °C; 25,4 °C; 25,0 °C; 21,3 °C; 19,2 °C;68,50%;;;
17/01/2020;19:03:55;noite;22,3 °C; 22,3 °C; 25,2 °C; 24,8 °C; 21,2 °C; 19,1 °C;69,10%;;;
17/01/2020;19:05:55;noite;22,2 °C; 22,2 °C; 25,0 °C; 24,6 °C; 21,1 °C; 19,1 °C;69,80%;;;
17/01/2020;19:07:55;noite;22,8 °C; 22,9 °C; 24,9 °C; 24,6 °C; 22,1 °C; 20,8 °C;77,90%;;;
17/01/2020;19:09:55;noite;23,3 °C; 23,3 °C; 24,8 °C; 24,6 °C; 22,7 °C; 21,7 °C;82,90%;;;
17/01/2020;19:11:55;noite;23,6 °C; 23,6 °C; 25,3 °C; 25,4 °C; 22,8 °C; 21,7 °C;80,60%;;;
17/01/2020;19:13:55;noite;23,6 °C; 23,6 °C; 25,3 °C; 25,1 °C; 22,9 °C; 21,9 °C;81,70%;;;
17/01/2020;19:15:55;noite;23,4 °C; 23,5 °C; 25,2 °C; 24,9 °C; 22,8 °C; 21,7 °C;81,20%;;;
17/01/2020;19:17:55;noite;23,5 °C; 23,5 °C; 25,1 °C; 24,8 °C; 22,9 °C; 21,9 °C;82,30%;;;
17/01/2020;19:19:55;noite;23,5 °C; 23,5 °C; 25,1 °C; 24,8 °C; 22,9 °C; 21,9 °C;82,70%;;;
17/01/2020;19:21:55;noite;23,4 °C; 23,5 °C; 25,0 °C; 24,7 °C; 22,9 °C; 22,0 °C;83,40%;;;
17/01/2020;19:23:55;noite;23,4 °C; 23,5 °C; 25,0 °C; 24,7 °C; 22,9 °C; 22,0 °C;83,60%;;;
17/01/2020;19:25:55;noite;23,4 °C; 23,4 °C; 24,9 °C; 24,6 °C; 22,9 °C; 22,0 °C;84,00%;;;
17/01/2020;19:27:55;noite;23,4 °C; 23,4 °C; 24,9 °C; 24,6 °C; 22,9 °C; 22,1 °C;84,40%;;;
17/01/2020;19:29:55;noite;23,4 °C; 23,4 °C; 24,9 °C; 24,6 °C; 22,9 °C; 22,1 °C;84,40%;;;
17/01/2020;19:31:55;noite;23,3 °C; 23,4 °C; 24,8 °C; 24,6 °C; 22,8 °C; 21,9 °C;83,80%;;;
17/01/2020;19:33:55;noite;24,0 °C; 24,0 °C; 25,7 °C; 25,5 °C; 23,3 °C; 22,2 °C;81,10%;;;
17/01/2020;19:35:55;noite;23,6 °C; 23,6 °C; 25,5 °C; 25,6 °C; 22,7 °C; 21,4 °C;78,20%;;;
17/01/2020;19:37:55;noite;23,2 °C; 23,2 °C; 25,1 °C; 24,9 °C; 22,5 °C; 21,4 °C;79,90%;;;
17/01/2020;19:39:55;noite;23,2 °C; 23,2 °C; 25,0 °C; 24,7 °C; 22,5 °C; 21,3 °C;80,20%;;;
17/01/2020;19:41:55;noite;23,1 °C; 23,1 °C; 24,9 °C; 24,6 °C; 22,4 °C; 21,2 °C;80,10%;;;
17/01/2020;19:43:55;noite;23,0 °C; 23,0 °C; 24,9 °C; 24,5 °C; 22,3 °C; 21,1 °C;79,60%;;;
17/01/2020;19:45:55;noite;22,8 °C; 22,8 °C; 24,5 °C; 24,3 °C; 22,2 °C; 21,1 °C;81,40%;;;
17/01/2020;19:47:55;noite;22,7 °C; 22,7 °C; 24,2 °C; 24,2 °C; 22,1 °C; 21,2 °C;83,30%;;;
17/01/2020;19:49:55;noite;22,8 °C; 22,8 °C; 24,0 °C; 23,9 °C; 22,3 °C; 21,5 °C;86,10%;;;
17/01/2020;19:51:55;noite;22,4 °C; 22,4 °C; 23,9 °C; 23,6 °C; 21,9 °C; 21,0 °C;83,80%;;;
17/01/2020;19:53:55;noite;22,4 °C; 22,4 °C; 23,8 °C; 23,6 °C; 21,9 °C; 21,1 °C;84,90%;;;
17/01/2020;19:55:55;noite;22,3 °C; 22,3 °C; 23,7 °C; 23,5 °C; 21,8 °C; 20,9 °C;84,30%;;;
17/01/2020;19:57:55;noite;22,3 °C; 22,3 °C; 23,6 °C; 23,4 °C; 21,8 °C; 20,9 °C;84,80%;;;
17/01/2020;19:59:55;noite;22,2 °C; 22,2 °C; 23,5 °C; 23,3 °C; 21,7 °C; 20,9 °C;85,30%;;;
17/01/2020;20:01:55;noite;22,3 °C; 22,3 °C; 23,5 °C; 23,4 °C; 21,8 °C; 21,0 °C;86,00%;;;
17/01/2020;20:03:55;noite;22,4 °C; 22,4 °C; 23,6 °C; 23,5 °C; 21,9 °C; 21,1 °C;86,00%;;;
17/01/2020;20:05:55;noite;22,4 °C; 22,4 °C; 23,6 °C; 23,6 °C; 21,9 °C; 21,1 °C;85,90%;;;
17/01/2020;20:07:55;noite;22,3 °C; 22,3 °C; 23,5 °C; 23,5 °C; 21,8 °C; 21,0 °C;85,80%;;;
17/01/2020;20:09:55;noite;22,1 °C; 22,1 °C; 23,4 °C; 23,4 °C; 21,6 °C; 20,8 °C;85,60%;;;
17/01/2020;20:11:55;noite;22,3 °C; 22,4 °C; 23,5 °C; 23,4 °C; 21,9 °C; 21,1 °C;86,20%;;;
17/01/2020;20:13:55;noite;22,3 °C; 22,4 °C; 23,5 °C; 23,4 °C; 21,9 °C; 21,1 °C;86,20%;;;
17/01/2020;20:15:55;noite;22,3 °C; 22,3 °C; 23,4 °C; 23,4 °C; 21,8 °C; 21,0 °C;86,60%;;;
17/01/2020;20:17:55;noite;22,2 °C; 22,2 °C; 23,4 °C; 23,4 °C; 21,7 °C; 20,9 °C;86,00%;;;
17/01/2020;20:19:55;noite;22,2 °C; 22,3 °C; 23,4 °C; 23,3 °C; 21,8 °C; 21,0 °C;86,40%;;;
17/01/2020;20:21:55;noite;22,3 °C; 22,3 °C; 23,4 °C; 23,4 °C; 21,8 °C; 21,1 °C;87,00%;;;
17/01/2020;20:23:55;noite;23,0 °C; 23,0 °C; 24,0 °C; 24,2 °C; 22,5 °C; 21,9 °C;88,20%;;;
17/01/2020;20:25:55;noite;23,1 °C; 23,1 °C; 24,2 °C; 24,5 °C; 22,5 °C; 21,7 °C;85,90%;;;
17/01/2020;20:27:55;noite;23,2 °C; 23,1 °C; 24,4 °C; 24,7 °C; 22,5 °C; 21,6 °C;84,60%;;;
17/01/2020;20:29:55;noite;23,3 °C; 23,3 °C; 24,7 °C; 25,0 °C; 22,6 °C; 21,7 °C;83,60%;;;
17/01/2020;20:31:55;noite;23,4 °C; 23,4 °C; 24,9 °C; 25,2 °C; 22,6 °C; 21,6 °C;82,10%;;;
17/01/2020;20:33:55;noite;23,4 °C; 23,3 °C; 25,1 °C; 25,4 °C; 22,5 °C; 21,4 °C;80,00%;;;
17/01/2020;20:35:55;noite;23,5 °C; 23,4 °C; 25,2 °C; 25,5 °C; 22,6 °C; 21,4 °C;79,70%;;;
17/01/2020;20:37:55;noite;23,5 °C; 23,5 °C; 25,4 °C; 25,5 °C; 22,6 °C; 21,3 °C;78,20%;;;
